player_Name	country	Player_id	Birth_year	Birth_month	Birth_day	height	weight	final_game
adam-feeney_john-patrick-smith	AUS	2987	1995	11	5	148	68	2002
adam-feeney_lachlan-ferguson	AUS	2988	1984	3	1	161	82	1999
adam-feeney_luke-bourgeois	AUS	2989	1991	2	2	161	71	2002
adam-feeney_luke-saville	AUS	2990	1996	3	24	177	66	2007
adam-feeney_marc-kimmich	AUS	2991	1980	8	9	158	83	2003
adam-feeney_marcus-walker	AUS	2992	1981	8	3	163	52	2010
adam-feeney_mark-van-elden	AUS	2993	1980	6	18	165	57	2011
adam-feeney_mark-way	AUS	2994	1996	12	14	147	77	2008
adam-feeney_matthew-ebden	AUS	2995	1992	8	1	149	47	2008
adam-feeney_matt-reid	AUS	2996	1995	5	26	152	47	2001
adam-feeney_matwe-middelkoop	AUS	2997	1991	12	26	176	67	1998
adam-feeney_mikal-statham	AUS	2998	1977	6	24	174	71	2003
adam-feeney_miles-armstrong	AUS	2999	1977	8	28	152	64	1998
adam-feeney_morgan-wilson	AUS	3000	1985	8	9	181	90	2007
adam-feeney_nathan-healey	AUS	3001	1976	1	14	177	83	2011
adam-feeney_nick-lindahl	AUS	3002	1982	12	22	185	85	2008
adam-feeney_norikazu-sugiyama	AUS	3003	1981	9	23	148	80	2005
adam-feeney_pierre-ludovic-duclos	CAN	3004	1981	11	5	167	68	2011
adam-feeney_purav-raja	AUS	3005	1978	8	12	186	55	2009
adam-feeney_rameez-junaid	AUS	3006	1989	9	20	177	88	2006
adam-feeney_raphael-durek	AUS	3007	1976	3	30	171	48	1998
adam-feeney_richard-bloomfield	GBR	3008	1996	3	7	148	76	2008
adam-feeney_richard-fromberg	AUS	3009	1977	9	10	167	48	2005
adam-feeney_robert-haybittel	AUS	3010	1995	12	1	156	76	2008
adam-feeney_roberto-bautista-agut	ESP	3011	1994	10	16	159	60	2011
adam-feeney_robert-smeets	AUS	3012	1975	7	17	170	73	2004
adam-feeney_rohan-bopanna	IND	3013	1981	7	5	168	83	2005
adam-feeney_rubin-statham	AUS	3014	1976	3	6	173	47	2005
adam-feeney_ryan-agar	AUS	3015	1978	5	29	162	60	2001
adam-feeney_ryan-henry	AUS	3016	1977	11	25	159	45	2008
adam-feeney_saketh-myneni	AUS	3017	1976	12	6	157	45	1996
adam-feeney_sam-groth	AUS	3018	1995	12	22	162	65	1997
adam-feeney_sam-withell	AUS	3019	1975	10	8	147	81	2000
adam-feeney_scott-doerner	AUS	3020	1975	10	27	175	87	2005
adam-feeney_scott-eaton	AUS	3021	1990	6	8	150	83	1997
adam-feeney_todd-perry	AUS	3022	1986	9	17	156	47	2011
adam-feeney_travis-rettenmaier	AUS	3023	1986	3	29	161	46	2009
adam-feeney_vince-mellino	AUS	3024	1981	1	17	157	79	2007
adam-feeney_zach-itzstein	AUS	3025	1983	1	13	185	74	1999
adam-fenjiro	MAR	3026	1975	4	17	166	83	1997
adam-filipko	SVK	3027	1975	2	25	148	45	2011
adam-fisher	CAN	3028	1984	5	12	157	89	2005
adam-fisher_valclav-privrnec	CAN	3029	1990	2	24	175	59	2010
adam-flintoff	GBR	3030	1986	3	11	186	67	2006
adam-flintoff_simon-taylor	GBR	3031	1984	11	30	176	55	2008
adam-fonfe_richard-downs	GBR	3032	1976	1	1	186	47	2009
adam-gage-brown	NZL	3033	1987	5	16	148	90	2003
adam-gage-brown_alexander-klintcharov	NZL	3034	1986	3	29	166	55	2009
adam-gage-brown_chester-espie	NZL	3035	1994	12	11	149	47	2007
adam-gage-brown_james-william-lennox-southon	NZL	3036	1990	3	13	180	85	2007
adam-gage-brown_john-david-sinclair-hall	NZL	3037	1977	5	31	157	66	2010
adam-gage-brown_jonathan-wilson	NZL	3038	1995	1	19	147	79	2001
adam-gage-brown_karn-ingham	NZL	3039	1992	3	31	186	83	2007
adam-gage-brown_kyle-butters	NZL	3040	1991	2	29	163	86	1996
adam-gage-brown_patrick-brian-cameron	NZL	3041	1994	8	21	167	69	2011
adam-gage-brown_pratt-keerasuntonpong	NZL	3042	1989	7	6	173	82	2005
adam-gagnon	USA	3043	1992	4	4	184	64	2011
adam-gagnon_sebastian-iannariello	USA	3044	1979	11	1	161	85	1997
adam-gart	USA	3045	1986	7	4	178	48	2001
adam-gavin	SWE	3046	1985	4	11	167	48	2005
adam-gestinger	CZE	3047	1991	3	28	148	59	2002
adam-gestinger_timothy-antonio-barrow	USA	3048	1978	2	20	168	48	1997
adam-glynn	GBR	3049	1984	2	6	152	50	2006
adam-glynn_andrew-watson	GBR	3050	1993	7	5	148	80	2011
adam-glynn_christopher-egan-morriss	GBR	3051	1975	6	8	171	88	1999
adam-glynn_christopher-morrow	GBR	3052	1995	7	4	158	64	2002
adam-glynn_christopher-reynolds	GBR	3053	1990	10	30	177	59	2005
adam-glynn_clement-larriere	GBR	3054	1986	2	18	160	72	2010
adam-glynn_josef-dodridge	GBR	3055	1976	1	11	162	45	1998
adam-glynn_peter-bothwell	IRL	3056	1986	11	3	170	82	2011
adam-glynn_samuel-taylor	GBR	3057	1990	2	4	158	60	1998
adam-glynn_viktor-durasovic	NOR	3058	1983	8	22	172	54	2004
adam-glynn_youssef-hassan	GBR	3059	1988	5	1	179	58	1999
adam-goh	MAS	3060	1982	1	22	174	45	2007
adam-goh_gregory-shim	MAS	3061	1985	1	17	149	65	1996
adam-goldsmith	NZL	3062	1983	3	7	186	47	2004
adam-gorny	POL	3063	1979	5	15	183	63	1997
adam-granath	SWE	3064	1995	4	6	163	52	2011
adam-granath_giovanni-mpetshi-perricard	SWE	3065	1977	4	10	177	57	2010
adam-gray	USA	3066	1991	3	23	152	82	2003
adam-gross	USA	3067	1996	8	6	156	65	2000
adam-grundy	RSA	3068	1977	4	14	157	51	2000
adam-gryst	AUS	3069	1994	6	21	162	86	1997
adam-guenter	CAN	3070	1996	2	30	168	49	1999
adam-guenter_marko-laschuk	CAN	3071	1994	1	27	151	57	2001
adam-guenter_ravy-uong	CAN	3072	1993	4	4	148	49	2008
adam-gusky	USA	3073	1976	9	11	174	65	1997
adam-gusky_ali-hamadeh	USA	3074	1979	7	18	178	60	2005
adam-gusky_david-thayne	USA	3075	1993	4	15	183	64	2010
adam-gusky_ford-lankford	USA	3076	1992	5	16	165	61	2010
adam-gusky_gabriel-trifu	USA	3077	1993	6	29	150	89	2008
adam-gusky_jason-thompson	USA	3078	1975	6	27	182	83	1997
adam-gusky_sven-koehler	USA	3079	1975	11	11	186	88	2001
adam-gusky_tad-berkowitz	USA	3080	1978	8	21	155	76	2005
adam-gusky_tarik-benhabiles	FRA	3081	1976	9	1	181	64	2006
adam-gustavsson	SWE	3082	1996	12	2	184	60	2008
adam-gustavsson_august-erickson	SWE	3083	1988	4	1	165	87	1998
adam-gustavsson_david-warren	SWE	3084	1990	6	22	165	80	2012
adam-gustavsson_oscar-forsell	SWE	3085	1979	6	14	151	72	1998
adam-haanappel	AUS	3086	1979	11	23	186	53	2003
adam-hamidon	MAS	3087	1980	9	9	171	87	2002
adam-hamidon_danial-mustafa	MAS	3088	1975	7	8	163	90	2003
adam-harling	SWE	3089	1977	2	3	149	65	2005
adam-harling_nils-larsson-regnstrom	SWE	3090	1989	1	4	147	52	2003
adam-harris	USA	3091	1979	6	15	171	76	1997
adam-harris_kyle-henry	USA	3092	1980	1	22	180	46	2010
adam-hassan	GBR	3093	1987	10	14	172	72	2012
adam-hassan_bradley-bant	GBR	3094	1986	1	14	163	84	2008
adam-hassan_khulil-kasparis	GBR	3095	1981	12	7	174	61	2004
adam-hecimovic	AUS	3096	1982	9	7	185	50	1999
adam-hecimovic_marko-jovanovic	AUS	3097	1985	9	26	154	64	1999
adam-hecimovic_mitchell-pritchard	AUS	3098	1988	9	26	186	71	2009
adam-hecimovic_ryan-frawley	AUS	3099	1988	2	7	154	58	2000
adam-heinonen	SWE	3100	1992	3	11	159	63	1997
adam-heinonen_nils-andersson	SWE	3101	1986	8	31	175	80	2010
adam-heinonen_sebastian-abboud	SWE	3102	1982	2	1	153	79	1997
adam-heinonen_tim-heinonen	SWE	3103	1976	12	29	187	78	2006
adam-herendeen	USA	3104	1977	11	17	149	71	2000
adam-herendeen_sardor-pulatov	USA	3105	1993	9	6	184	53	2008
adam-hobbs	CAN	3106	1992	2	2	165	89	1998
adam-hobbs_nyles-moisson	CAN	3107	1978	12	5	163	84	2006
adam-holmstrom	SWE	3108	1978	6	8	169	85	2009
adam-holmstrom_henrik-lilja	SWE	3109	1983	12	25	149	59	2002
adam-holmstrom_niklas-persson	SWE	3110	1991	1	2	159	64	2003
adam-holmstrom_peter-broms	SWE	3111	1995	2	1	171	52	2004
adam-hopkins	GBR	3112	1981	6	26	157	53	1999
adam-hopkins_joshua-whiteman	GBR	3113	1982	2	2	170	65	2007
adam-hopkins_renaldo-domoney	RSA	3114	1980	12	15	185	62	1999
adam-hopkins_sebastien-vidal	GBR	3115	1976	9	25	177	53	2009
adam-hornby	NZL	3116	1981	9	28	173	84	1999
adam-hornby_david-zheng-ming-jiang	NZL	3117	1991	3	23	182	62	2006
adam-hornby_elliot-darling	NZL	3118	1981	12	13	159	53	2004
adam-hornby_joshua-walden	NZL	3119	1994	4	2	172	84	2010
adam-hornby_kai-lee	NZL	3120	1975	7	18	150	56	1998
adam-hornby_matthew-woolman	NZL	3121	1993	11	10	181	81	1999
adam-horvath	USA	3122	1975	4	30	164	49	2004
adam-hourani	USA	3123	1984	3	22	167	81	2002
adam-hubble	AUS	3124	1989	7	24	151	45	2003
adam-hubble_alexander-satschko	AUS	3125	1988	12	2	154	87	1997
adam-hubble_alexandre-sidorenko	AUS	3126	1978	11	18	156	53	2007
adam-hubble_andrei-daescu	ROU	3127	1994	5	31	168	50	1997
adam-hubble_andrew-gregory	AUS	3128	1982	9	7	171	57	1999
adam-hubble_bryce-durham	AUS	3129	1978	3	23	183	67	2005
adam-hubble_brydan-klein	AUS	3130	1975	1	22	153	70	1997
adam-hubble_chris-guccione	AUS	3131	1992	1	1	163	50	2007
adam-hubble_christopher-roman	AUS	3132	1978	3	29	155	51	2006
adam-hubble_clifford-marsland	AUS	3133	1979	4	5	147	59	2008
adam-hubble_dane-propoggia	AUS	3134	1985	10	12	151	58	1997
adam-hubble_daniel-cox	GBR	3135	1994	11	19	148	47	2010
adam-hubble_dennis-lajola	AUS	3136	1980	4	30	180	69	1996
adam-hubble_erik-chvojka	CAN	3137	1987	9	16	149	77	2006
adam-hubble_frederik-nielsen	AUS	3138	1984	10	5	186	54	2007
adam-hubble_greg-jones	AUS	3139	1979	4	15	183	60	2012
adam-hubble_harri-heliovaara	FIN	3140	1979	2	19	174	83	2002
adam-hubble_harsh-mankad	AUS	3141	1978	2	9	167	77	2003
adam-hubble_hsien-yin-peng	AUS	3142	1992	6	25	155	75	2008
adam-hubble_jamie-cerretani	USA	3143	1982	2	2	176	90	2006
adam-hubble_jay-lesa	AUS	3144	1975	1	20	173	55	2003
adam-hubble_john-patrick-smith	AUS	3145	1984	12	14	161	80	2008
adam-hubble_john-paul-fruttero	USA	3146	1978	11	18	163	82	2001
adam-hubble_jose-statham	AUS	3147	1983	2	27	187	76	1998
adam-hubble_kaden-hensel	AUS	3148	1990	8	13	170	47	2003
adam-hubble_luke-saville	AUS	3149	1976	3	21	182	45	2000
adam-hubble_marcio-torres	AUS	3150	1986	4	20	164	87	2003
adam-hubble_matthew-ebden	AUS	3151	1983	4	30	175	50	2006
adam-hubble_matt-reid	AUS	3152	1996	8	6	171	46	1996
adam-hubble_michael-leong	AUS	3153	1976	6	9	158	54	2011
adam-hubble_mikal-statham	AUS	3154	1982	3	19	148	73	2003
adam-hubble_nicholas-camilleri	AUS	3155	1990	5	14	153	75	2003
adam-hubble_nima-roshan	AUS	3156	1979	11	21	162	55	2011
adam-hubble_pierre-ludovic-duclos	CAN	3157	1975	1	18	158	86	2006
adam-hubble_rameez-junaid	AUS	3158	1979	7	4	171	63	1999
adam-hubble_rubin-statham	AUS	3159	1991	7	29	150	66	2005
adam-hubble_ryan-thomas	AUS	3160	1992	2	8	185	85	2011
adam-hubble_sadik-kadir	AUS	3161	1986	10	31	180	48	1997
adam-hubble_sam-groth	AUS	3162	1992	4	25	160	86	1996
adam-hubble_sander-arends	NED	3163	1990	3	16	167	63	1996
adam-hubble_stefan-sorani	AUS	3164	1988	9	14	174	83	1999
adam-hubble_steven-goh	AUS	3165	1993	12	31	170	70	2004
adam-huebner	USA	3166	1984	6	10	177	67	2006
adam-hunt	GBR	3167	1981	3	24	157	58	1997
adam-hunt_david-barton	GBR	3168	1989	12	14	172	57	1996
adam-hunt_david-baxendine	GBR	3169	1991	4	28	161	56	2006
adam-hunt_jamie-donaghy	GBR	3170	1995	6	19	174	87	2001
adam-hunt_oliver-evans	GBR	3171	1981	3	2	164	50	1997
adam-hunt_robert-blythe	GBR	3172	1976	11	15	177	53	2006
adam-ibrahim	EGY	3173	1990	12	17	159	75	2001
adam-iturralde	MEX	3174	1979	6	26	155	47	1999
adam-iturralde_emiliano-alfaro-perez	MEX	3175	1992	1	23	180	73	2000
adam-iturralde_ricky-medinilla	MEX	3176	1981	11	13	168	54	1996
adam-januska	CZE	3177	1978	12	21	184	53	2004
adam-januska_petr-stavrovsky	CZE	3178	1978	2	8	177	65	2009
adam-januska_stepan-pecak	CZE	3179	1990	8	25	156	84	2008
adam-jaya	MAS	3180	1996	10	30	166	75	1997
adam-jaya_alvin-cheng	MAS	3181	1976	6	3	151	50	2004
adam-jaya_anoosha-shahgholi	IRI	3182	1988	2	19	162	48	1999
adam-jaya_anton-tsymbalov	MAS	3183	1991	5	12	163	90	2011
adam-jaya_anuwat-dalodom	THA	3184	1992	4	9	164	62	1998
adam-jaya_ashkan-bayati	IRI	3185	1987	10	13	181	75	2004
adam-jaya_azraai-tajuddin	MAS	3186	1988	11	26	149	78	2001
adam-jaya_chanont-vasoontara	MAS	3187	1994	12	19	169	88	2006
adam-jaya_christopher-singh	MAS	3188	1987	2	29	152	71	2003
adam-jaya_dannio-yahya	MAS	3189	1982	7	5	177	78	1996
adam-jaya_dias-doskarayev	KAZ	3190	1979	1	9	185	53	2001
adam-jaya_elbert-sie	MAS	3191	1976	4	19	153	79	2003
adam-jaya_fares-zaier	MAS	3192	1993	2	30	150	70	2008
adam-jaya_ivan-choo	MAS	3193	1993	4	29	150	77	2000
adam-jaya_karunuday-singh	MAS	3194	1976	10	30	180	52	2005
adam-jaya_manoj-kumar-sewa	MAS	3195	1993	7	15	166	78	2004
adam-jaya_mohammed-al-nabhani	OMA	3196	1992	2	2	170	62	2010
adam-jaya_mohammed-noor-noordin	MAS	3197	1992	8	19	162	88	2004
adam-jaya_mohammed-salleh-farquhar	MAS	3198	1991	4	6	148	50	2012
adam-jaya_omar-alawadhi	MAS	3199	1988	8	28	170	61	2012
adam-jaya_redy-gunawan	INA	3200	1986	2	10	183	84	2012
adam-jaya_tze-xiong-tan	MAS	3201	1982	3	6	162	61	2012
adam-jaya_weerapat-doakmaiklee	THA	3202	1976	5	15	173	70	2008
adam-jaya_weng-wah-chow	MAS	3203	1991	6	11	177	52	2010
adam-jaya_yew-ming-si	MAS	3204	1990	1	24	162	82	2007
adam-johnson	AUS	3205	1992	9	6	172	66	2005
adam-jolovic	FRA	3206	1983	8	1	182	50	2004
adam-jones	GBR	3207	1985	3	2	164	79	1999
adam-jones_alexander-petropoulos	AUS	3208	1979	9	25	163	90	2003
adam-jones_alex-juniper	GBR	3209	1977	8	28	153	47	2005
adam-jones_barnaby-smith	GBR	3210	1994	8	25	159	58	1996
adam-jones_ben-jones	GBR	3211	1980	3	4	183	63	2004
adam-jones_christian-linge	GBR	3212	1985	10	16	154	45	2006
adam-jones_james-davis	GBR	3213	1981	1	24	152	90	1999
adam-jones_james-mitchell	GBR	3214	1988	6	23	171	70	2012
adam-jones_jamie-oakes	GBR	3215	1984	1	23	149	67	2003
adam-jones_john-horoz-garner	GBR	3216	1991	3	16	152	67	2006
adam-jones_joshua-rose	GBR	3217	1977	7	25	156	78	1997
adam-jones_julian-robinson	GBR	3218	1993	5	4	158	64	2000
adam-jones_luke-purser	GBR	3219	1990	3	20	187	59	2011
adam-jones_luke-simkiss	GBR	3220	1979	5	30	187	62	2007
adam-jones_matthew-summers	GBR	3221	1994	2	19	160	64	2006
adam-jones_max-benaim	GBR	3222	1993	2	30	158	89	2007
adam-jones_miguel-romanello	GBR	3223	1976	4	20	174	89	2008
adam-jones_omar-elkadi	EGY	3224	1976	8	8	150	80	2006
adam-jones_rohan-sikka	GBR	3225	1982	5	23	183	80	2007
adam-jones_samm-butler	GBR	3226	1985	9	26	149	75	1996
adam-jones_sean-hodkin	GBR	3227	1980	11	29	173	87	2001
adam-jones_shahbaaz-khan	GBR	3228	1993	5	21	176	57	2003
adam-jones_tad-maclean	GBR	3229	1990	12	10	152	78	2001
adam-jones_thomas-davies	GBR	3230	1982	1	23	161	55	2009
adam-jones_vlad-nicolae-catalinoiu	ROU	3231	1988	9	13	180	68	2003
adam-jones_vuk-budic	USA	3232	1979	11	19	176	65	2003
adam-jones_youssef-rajia	GBR	3233	1978	3	21	179	63	2006
adam-jonsson	SWE	3234	1994	4	23	149	74	2001
adam-jonsson_johan-backstrom	SWE	3235	1993	7	26	169	80	2011
adam-jonsson_marcus-westergard	SWE	3236	1977	12	4	180	75	2005
adam-jonsson_max-jonasson	SWE	3237	1992	4	24	151	69	2006
adam-jonsson_sebastian-vestberg	SWE	3238	1985	12	17	164	80	2004
adam-jooste	RSA	3239	1996	10	1	181	69	2012
adam-jooste_peter-mojis	RSA	3240	1989	4	10	165	76	1996
adam-juel-blicher	DEN	3241	1986	9	23	161	45	2003
adam-juel-blicher_amresh-jayawickrema	SRI	3242	1994	5	5	155	90	2007
adam-juel-blicher_christian-berg-thuesen	DEN	3243	1992	10	9	156	75	2012
adam-juel-blicher_martin-noe	DEN	3244	1980	1	14	158	55	2008
adam-juel-blicher_niels-skajaa	DEN	3245	1986	9	11	181	87	1996
adam-jurajda	CZE	3246	1976	8	25	170	57	2012
adam-jurajda_daniel-siniakov	CZE	3247	1993	11	26	163	45	2003
adam-jurajda_filip-aksel-hovland	NOR	3248	1975	6	10	150	46	2001
adam-jurajda_jack-pinnington-jones	CZE	3249	1979	4	23	173	48	2012
adam-jurajda_jesper-andi-jorgensen	DEN	3250	1978	6	14	181	64	2012
adam-jurajda_jesse-den-hartog	NED	3251	1980	6	8	154	80	2011
adam-jurajda_jiri-novak	CZE	3252	1975	12	30	165	54	2001
adam-jurajda_martin-vondrak	CZE	3253	1981	8	1	155	78	2003
adam-jurajda_maxime-hillhouse	FRA	3254	1990	8	15	172	67	2009
adam-jurajda_piotr-kusiewicz	CZE	3255	1990	2	20	158	87	1999
adam-kaczmarek	POL	3256	1979	11	9	185	83	2012
adam-kaczmarek_wojciech-adamek	POL	3257	1980	6	4	178	50	2011
adam-kagen	CAN	3258	1986	8	4	151	82	2011
adam-kalivoda	CZE	3259	1992	7	1	170	80	2006
adam-kalivoda_michal-jetel	CZE	3260	1980	5	8	184	78	2007
adam-kaluzny	POL	3261	1996	2	23	152	89	1998
adam-kaluzny_maciej-maciantowiez	POL	3262	1976	9	30	187	58	1998
adam-kaluzny_pawel-bednarczyk	POL	3263	1982	5	5	161	56	2002
adam-kaluzny_piotr-chmielewski	POL	3264	1982	4	26	164	59	2006
adam-katona	HUN	3265	1977	12	3	175	72	2001
adam-keller	USA	3266	1992	2	7	187	54	2009
adam-kellner	HUN	3267	1993	5	22	171	53	1999
adam-kellner_anatoliy-petrenko	HUN	3268	1983	6	2	171	85	2001
adam-kellner_botond-godry	HUN	3269	1985	5	4	183	80	2004
adam-kellner_denes-lukacs	HUN	3270	1975	2	10	160	75	2004
adam-kellner_ferenc-kellner	HUN	3271	1982	7	24	184	47	2002
adam-kellner_filip-zeman	HUN	3272	1994	4	1	166	61	2003
adam-kellner_frantisek-polyak	HUN	3273	1991	3	29	183	89	2006
adam-kellner_gabor-borsos	HUN	3274	1994	2	10	179	78	2008
adam-kellner_istvan-bebto	HUN	3275	1979	6	28	167	67	2000
adam-kellner_jozsef-both	HUN	3276	1996	11	26	163	46	2010
adam-kellner_kornel-bardoczky	HUN	3277	1991	11	24	182	71	2007
adam-kellner_laurent-rochette	HUN	3278	1976	2	21	156	54	1996
adam-kellner_levente-godry	HUN	3279	1979	11	24	168	56	2011
adam-kellner_marko-ballok	HUN	3280	1992	4	17	182	53	2003
adam-kellner_martin-klizan	HUN	3281	1986	3	28	185	86	2012
adam-kellner_patrick-frandji	USA	3282	1994	3	2	183	47	2004
adam-kellner_sandor-kiss	HUN	3283	1990	5	11	173	47	1996
adam-kellner_sebo-kiss	HUN	3284	1989	7	10	163	78	2003
adam-kellner_tamas-krafcsik	HUN	3285	1985	8	6	160	89	2007
adam-kellner_zoltan-nagy	HUN	3286	1987	7	29	174	51	2003
adam-kennedy	AUS	3287	1994	2	12	156	69	2010
adam-kennedy_adam-vejmelka	AUS	3288	1980	12	2	177	90	2006
adam-kennedy_alex-clayton	USA	3289	1993	6	1	171	82	2004
adam-kennedy_amadeus-fulford-jones	GBR	3290	1991	7	30	185	58	1997
adam-kennedy_andrew-banks	GBR	3291	1995	2	11	172	49	2005
adam-kennedy_andrew-derer	AUS	3292	1978	1	2	147	64	2004
adam-kennedy_andy-roddick	AUS	3293	1994	7	19	180	45	1998
adam-kennedy_anthony-ross	AUS	3294	1977	5	21	160	65	1998
adam-kennedy_antonio-issa-filho	AUS	3295	1984	10	31	169	51	2008
adam-kennedy_brad-weston	AUS	3296	1978	8	19	176	70	2007
adam-kennedy_bruno-soares	AUS	3297	1983	5	30	156	61	1996
adam-kennedy_chris-guccione	AUS	3298	1977	11	19	157	84	2005
adam-kennedy_chris-kwon	AUS	3299	1976	7	1	161	69	1996
adam-kennedy_diego-ayala	USA	3300	1979	8	15	160	47	2004
adam-kennedy_domenic-marafiote	AUS	3301	1992	6	9	187	59	2004
adam-kennedy_eduardo-cardoso	BRA	3302	1990	12	5	171	58	2006
adam-kennedy_emin-agaev	AZE	3303	1982	10	2	173	81	1999
adam-kennedy_eric-claesson	SWE	3304	1978	11	12	175	82	2005
adam-kennedy_fabrice-martin	AUS	3305	1988	1	28	168	74	2011
adam-kennedy_frank-dancevic	CAN	3306	1979	7	3	155	73	2004
adam-kennedy_frederic-niemeyer	AUS	3307	1978	10	9	163	59	1996
adam-kennedy_fritz-wolmarans	AUS	3308	1996	7	25	180	74	2006
adam-kennedy_hamid-mirzadeh	AUS	3309	1984	6	15	174	75	2004
adam-kennedy_jacob-olsen	AUS	3310	1984	2	6	185	72	2005
adam-kennedy_joachim-johansson	SWE	3311	1994	6	17	162	63	2011
adam-kennedy_johnathan-engelbrecht	RSA	3312	1978	3	18	170	78	2011
adam-kennedy_jonathan-schneider	AUS	3313	1984	7	8	181	67	2006
adam-kennedy_josef-fischer	Germany	3314	1995	2	4	170	75	2003
adam-kennedy_joseph-sirianni	AUS	3315	1987	3	30	182	57	2001
adam-kennedy_kile-sherry	AUS	3316	1978	12	11	152	87	1998
adam-kennedy_kyle-porter	AUS	3317	1989	8	20	156	76	2006
adam-kennedy_levar-harper-griffith	USA	3318	1994	3	19	178	47	1996
adam-kennedy_luciano-vitullo	AUS	3319	1978	3	2	174	79	2011
adam-kennedy_luke-bourgeois	AUS	3320	1980	11	24	147	86	1998
adam-kennedy_luke-smith	AUS	3321	1985	1	23	182	80	2002
adam-kennedy_martin-zumpft	AUS	3322	1989	11	28	164	70	2000
adam-kennedy_matt-klinger	AUS	3323	1985	1	23	180	45	2003
adam-kennedy_philipp-marx	AUS	3324	1991	9	3	186	71	2000
adam-kennedy_prakash-amritraj	USA	3325	1983	1	5	181	50	2000
adam-kennedy_raphael-durek	AUS	3326	1983	9	4	173	90	2011
adam-kennedy_robert-smeets	AUS	3327	1976	4	3	182	52	2008
adam-kennedy_rolando-alfaro	CHI	3328	1982	1	6	161	45	2000
adam-kennedy_rong-ma	AUS	3329	1981	9	3	147	79	1997
adam-kennedy_ryan-henry	AUS	3330	1996	2	24	153	79	2002
adam-kennedy_sadik-kadir	AUS	3331	1975	1	27	149	89	2012
adam-kennedy_sebastien-swierk	AUS	3332	1995	9	9	183	60	1998
adam-kennedy_todd-reid	AUS	3333	1995	7	31	173	56	2006
adam-kennedy_tres-davis	USA	3334	1987	2	20	178	55	2002
adam-kennedy_ytai-abougzir	USA	3335	1988	5	17	182	69	2001
adam-kework_radek-zahraj	USA	3336	1984	2	8	181	88	2009
adam-kianicka	SVK	3337	1982	6	16	186	46	1996
adam-kianicka_michal-kianicka	SVK	3338	1987	9	11	149	64	2000
adam-king	USA	3339	1979	7	13	171	72	2006
adam-kinswaga	NAM	3340	1990	4	5	168	85	2009
adam-kinswaga_paul-kinswaga	NAM	3341	1978	11	11	184	60	2011
adam-knowles	RSA	3342	1996	11	27	153	61	2008
adam-korycanek	CZE	3343	1983	6	10	173	51	2001
adam-kos	CZE	3344	1988	4	4	179	49	2002
adam-kovac	SRB	3345	1986	7	19	156	71	2011
adam-kovac_kristijan-juhas	SRB	3346	1993	6	8	177	49	1996
adam-kovac_relja-eskic	SRB	3347	1988	4	11	150	69	2001
adam-kovac_stefan-ivic	SRB	3348	1991	10	4	179	80	2008
adam-kozler	CZE	3349	1990	9	24	149	52	1998
adam-kozler_martin-kraus	CZE	3350	1984	7	3	149	55	2008
adam-krafft_joe-mcguire	USA	3351	1983	10	16	177	80	2003
adam-kresina	CZE	3352	1995	5	27	147	75	1997
adam-krupp	USA	3353	1985	5	5	164	81	2010
adam-krupp_malcolm-swan	USA	3354	1976	6	28	158	46	2011
adam-kulich	SVK	3355	1985	12	17	186	69	1996
adam-kulich_alexander-chepik	RUS	3356	1993	6	8	164	48	2002
adam-kulich_andrej-krajcik	SVK	3357	1975	1	28	165	76	2007
adam-kulich_darko-jandric	SRB	3358	1981	6	7	158	73	1999
adam-kulich_ivan-starke	SVK	3359	1975	7	19	151	50	2010
adam-kulich_jakub-oravec	SVK	3360	1991	11	28	157	74	2006
adam-kulich_matej-selecky	SVK	3361	1992	5	2	167	83	2004
adam-kulich_michal-marko	SVK	3362	1988	12	3	162	90	2005
adam-kulich_phillippe-frederic-martin-pales	SVK	3363	1990	6	13	176	69	2002
adam-kulich_samuel-hodor	SVK	3364	1989	7	15	163	67	1997
adam-kulich_tomas-pavlovsky	SVK	3365	1976	2	23	157	58	2005
adam-kurtys	POL	3366	1996	10	6	178	89	2005
adam-kwiatkowski	POL	3367	1977	12	18	187	84	2009
adam-kwiatkowski_alan-bojarski	POL	3368	1995	2	20	168	67	2006
adam-kwiatkowski_aliaksey-matsiush	POL	3369	1975	10	24	156	52	1997
adam-kwiatkowski_andrej-grecmal	SVK	3370	1985	4	19	174	68	1997
adam-kwiatkowski_annei-laska	POL	3371	1980	3	13	149	71	2008
adam-kwiatkowski_aron-stajszczak	POL	3372	1990	11	12	168	45	2011
adam-kwiatkowski_david-kovarik	CZE	3373	1990	11	16	184	64	1999
adam-kwiatkowski_dominik-robert-sliwinski	POL	3374	1991	2	19	148	57	2011
adam-kwiatkowski_grzegorz-rudnicki	POL	3375	1996	2	18	154	63	2010
adam-kwiatkowski_michal-mikula	POL	3376	1983	6	6	156	48	2012
adam-kwiatkowski_michal-skonieczny	POL	3377	1980	4	27	168	69	2003
adam-kwiatkowski_patryk-kosinski	POL	3378	1992	6	22	176	85	2003
adam-kwiatkowski_tomasz-frankowski	POL	3379	1988	1	15	167	89	2006
adam-kwiatkowski_wojtek-szczesny	POL	3380	1982	3	25	173	77	1996
adam-kwong	AUS	3381	1990	7	26	149	90	2002
adam-laakel	POL	3382	1994	1	22	164	72	2012
adam-laakel_bartosz-sawicki	POL	3383	1991	8	20	169	86	1999
